Recip_County,Recip_State,Administered_Dose1_Pop_Pct,Series_Complete_Pop_Pct,Booster_Doses_Vax_Pct,Census2019_5PlusPop
Culpeper County,VA,59.8,49.5,20.2,49203
Cumberland County,VA,43,37.1,11.2,9473
Danville city,VA,40,34,0.7,37728
Dickenson County,VA,56.4,48.6,40.7,13639
Dinwiddie County,VA,55.5,48.8,30,27214
Emporia city,VA,40.3,33.2,1.7,5012
Essex County,VA,50.9,46.4,17.7,10417
Fairfax city,VA,85.4,69.5,13.2,21618
Fairfax County,VA,95,80.7,48.1,1075691
Falls Church city,VA,72.5,56.7,5.4,13710
Fauquier County,VA,80.7,66.5,37.1,67168
Floyd County,VA,43.2,38.4,19.1,14999
Fluvanna County,VA,74.3,64.5,50.2,25838
Franklin city,VA,46.5,38.5,1.6,7314
Franklin County,VA,50.6,44.5,37.1,53504
Frederick County,VA,60.5,49.3,25.2,84089
Fredericksburg city,VA,50,41,5,27084
Galax city,VA,41.8,37.6,1.2,5950
Giles County,VA,51.8,46,35.1,15839
Gloucester County,VA,72.4,64.4,53.1,35477
Goochland County,VA,74,67.2,43.5,22865
Grayson County,VA,48.6,42.1,34.1,14934
Greene County,VA,51.5,46.1,6.6,18590
Greensville County,VA,44.3,38,33.1,10874
Halifax County,VA,50.6,44.3,28.1,32124
Hampton city,VA,73.6,63,34.7,126280
Hanover County,VA,66.4,60,34.7,102405
Harrisonburg city,VA,43.1,38.1,2.6,50226
Henrico County,VA,63,56,26.7,311020
Henry County,VA,45.6,39.8,23.6,48287
Highland County,VA,69.6,61.5,62.6,2093
Hopewell city,VA,38.6,31.8,2.4,20846
Isle of Wight County,VA,62.2,52.8,22.2,35146
James City County,VA,65,57,20.6,72796
King and Queen County,VA,57.5,52.3,35.6,6700
King George County,VA,50.4,41.7,10.6,25257
King William County,VA,58.2,52.9,39.8,16139
Lancaster County,VA,68,61.6,39,10177
Lee County,VA,60,52,39.6,22368
Lexington city,VA,44,39.5,2.1,7064
Loudoun County,VA,93.2,76,47.1,385297
Louisa County,VA,47.4,41.7,9.9,35562
Lunenburg County,VA,55.9,51,49.1,11552
Lynchburg city,VA,35.7,30.7,1.5,76973
Madison County,VA,65,57.1,49.5,12583
Manassas city,VA,60.1,48.7,4.1,37603
Manassas Park city,VA,53.9,44.2,2.8,16700
Martinsville city,VA,46.1,39.4,1.1,11644
Mathews County,VA,69.1,62.9,53.4,8491
Mecklenburg County,VA,51.9,43.2,16.5,29053
Middlesex County,VA,72,64.7,57.2,10111
Montgomery County,VA,56.1,47.6,43.7,94450
Nelson County,VA,65.4,57.5,36.1,14224
New Kent County,VA,58.9,52.7,31.5,21912
Newport News city,VA,61.9,53.3,34.1,166100
Norfolk city,VA,84.3,71.6,41.1,227171
Northampton County,VA,80.2,73,54,11117
Northumberland County,VA,60.7,54.8,29,11662
Norton city,VA,38.4,32.7,1.1,3750
Nottoway County,VA,48.3,43.4,28.2,14435
Orange County,VA,51.8,44.4,14.6,34884
Page County,VA,42,38.6,24.4,22637
Patrick County,VA,46.9,41.1,40.9,16873
Petersburg city,VA,42.1,35.2,4.9,28705
Pittsylvania County,VA,48.3,42.4,31.1,57785
Poquoson city,VA,49.5,43.7,0.2,11690
Portsmouth city,VA,59.3,51.1,35,87544
Powhatan County,VA,43.7,38.7,1.3,28319
Prince Edward County,VA,35.6,30.9,7,21717
Prince George County,VA,62.1,53.9,12,36140
Prince William County,VA,90.6,75.7,45.5,436353
Pulaski County,VA,50.3,44.4,28.6,32430
Radford city,VA,40.1,35.1,5,17609
Rappahannock County,VA,67.6,54,32.9,7084
Richmond city,VA,49.4,43.3,26.9,217098
Richmond County,VA,47.8,42,18.8,8642
Roanoke city,VA,49.3,41.6,12.1,92662
Roanoke County,VA,57.6,49.8,11.2,90014
Rockbridge County,VA,51.2,46.6,22.2,21669
Rockingham County,VA,49,43.7,23.5,77391
Russell County,VA,54.6,47.9,37,25339
Salem city,VA,51.7,46.7,0.2,24010
Scott County,VA,68,58,31.8,20674
Shenandoah County,VA,57.7,50.6,42.6,41217
Smyth County,VA,57.6,49.8,36.6,28686
Southampton County,VA,45.7,37.7,12.6,16893
Spotsylvania County,VA,54.9,45.3,13.5,127894
Stafford County,VA,76.6,61,35.7,143156
Staunton city,VA,53.4,47,3.8,23355
Suffolk city,VA,63.4,54.9,35.5,86136
Surry County,VA,62.9,56.5,42.8,6131
Sussex County,VA,41.9,36.2,26.6,10717
Tazewell County,VA,53.3,45.5,39.1,38527
Unknown County,VA,,,95,
Virginia Beach city,VA,75.1,64.3,39.8,422069
Warren County,VA,47.8,37.5,10.3,37792
Washington County,VA,69.2,59.2,41,51426
Waynesboro city,VA,50.2,43.5,6.1,21009
Westmoreland County,VA,51.3,45.9,19.1,17036
Williamsburg city,VA,45.3,39.9,5.8,14513
Winchester city,VA,53.8,43.2,5,26319
Wise County,VA,61.7,50,35.1,35671
Wythe County,VA,47.4,40.2,38.2,27210
York County,VA,80.4,69.2,46,64648
St. Croix Island,VI,,,32.7,
St. John Island,VI,,,27.2,
St. Thomas Island,VI,,,28.2,
Unknown County,VI,,,40.6,
Addison County,VT,84.4,74.5,71.4,35214
Bennington County,VT,52.8,45.2,63.5,33828
Caledonia County,VT,43.8,38.3,62.2,28570
Chittenden County,VT,88.3,77.9,68.9,156317
Essex County,VT,51,39.3,43.5,5887
Franklin County,VT,43.1,38.2,61.6,46515
Grand Isle County,VT,95,85.2,67.9,6900
Lamoille County,VT,77.9,65.9,65.2,24075
Orange County,VT,67.6,55.6,58.4,27542
Orleans County,VT,68.5,60.6,60.8,25742
Rutland County,VT,82,71.9,63,55626
Unknown County,VT,,,67.3,
Washington County,VT,55.7,49.3,69.6,55680
Windham County,VT,85.6,71.3,63.2,40377
Windsor County,VT,67.2,51.8,53.9,52673
Adams County,WA,68.9,62,42.7,18066
Asotin County,WA,49.8,43.9,51,21422
Benton County,WA,64.7,58.6,51.1,190238
Chelan County,WA,79.4,72.4,53,72462
Clallam County,WA,77.1,70.5,66.5,73971
Clark County,WA,75.5,67.6,56.5,458986
Columbia County,WA,53.2,47.5,56.4,3796
Cowlitz County,WA,66.7,60.9,52.7,103847
Douglas County,WA,68.4,63.1,48.7,40588
Ferry County,WA,64.1,58.5,53.4,7289
Franklin County,WA,61.1,54.8,43.1,86907
Garfield County,WA,52.3,40.5,72.7,2059
Grant County,WA,64.2,58.6,44.1,90198
Grays Harbor County,WA,68.8,63.2,52.4,71133
Island County,WA,89.9,78.8,57.6,80404
Jefferson County,WA,86.2,79.4,73.7,31278
King County,WA,94,84.8,65.6,2125383
Kitsap County,WA,83,73.2,58.3,256064
Kittitas County,WA,62.7,55.9,54,45743
Klickitat County,WA,53.9,48.9,55.8,21311
Lewis County,WA,58.8,53.1,48.1,75947
Lincoln County,WA,64.4,59.9,54.5,10343
Mason County,WA,70.7,63.4,53.7,63241
Okanogan County,WA,75.6,69.1,51.7,39695
Pacific County,WA,69.6,62,56.7,21575
Pend Oreille County,WA,49,42.6,55.3,13079
Pierce County,WA,75.9,68.8,52.2,845497
San Juan County,WA,95,85.3,70.7,17090
Skagit County,WA,76.5,69.4,58.9,121712
Skamania County,WA,43.9,40.1,62.1,11562
Snohomish County,WA,80,73.3,60.3,770086
Spokane County,WA,70.9,63.9,52.2,491597
Stevens County,WA,45.5,40.6,54.6,43355
Thurston County,WA,80.8,72.6,58,273883
Unknown County,WA,,,24.3,
Wahkiakum County,WA,54.6,50.5,54.5,4332
Walla Walla County,WA,73.1,65.6,53.7,57557
Whatcom County,WA,83.6,74.6,59.4,217479
Whitman County,WA,61.5,49.9,55.5,48027
Yakima County,WA,72.7,64.8,46.4,231215
Adams County,WI,63,58.5,62.9,19542
Ashland County,WI,83.8,74.9,58.8,14660
Barron County,WI,58.9,55,61.6,42785
Bayfield County,WI,95,85.9,63.3,14357
Brown County,WI,72.1,67.1,60.3,248055
Buffalo County,WI,56.4,51.7,56.7,12326
Burnett County,WI,68,60,61.7,14757
Calumet County,WI,61.1,57.7,62.2,47506
Chippewa County,WI,62.1,58.5,60.9,61129
Clark County,WI,40.9,38.6,55.7,31960
Columbia County,WI,73.4,68.8,63.5,54447
Crawford County,WI,63.8,59.9,62.7,15362
Dane County,WI,94.8,86.3,69.5,516844
Dodge County,WI,57.4,53.7,59.1,83810
Door County,WI,87.3,81.5,67.1,26579
Douglas County,WI,60.4,48.7,53.4,41056
Dunn County,WI,54,50.6,62.3,43025
Eau Claire County,WI,67.2,63.6,63.4,98845
Florence County,WI,60.3,55.9,40.6,4146
Fond du Lac County,WI,62.5,57.5,58.5,97936
Forest County,WI,69.9,62.7,53.7,8499
Grant County,WI,61.7,56.7,58,48537
Green County,WI,69.3,65.6,66.6,34989
Green Lake County,WI,61.4,57.4,65,17836
Iowa County,WI,75,70.3,65.8,22394
Iron County,WI,77,68.8,49.8,5511
Jackson County,WI,55.2,51.6,63.2,19448
Jefferson County,WI,63.4,59.2,60.2,80473
Juneau County,WI,59.6,55.4,58.1,25284
Kenosha County,WI,70,62.7,53.3,160035
Kewaunee County,WI,56.1,53.4,65,19366
La Crosse County,WI,76.7,71.5,64,112079
Lafayette County,WI,67,62,58.9,15632
Langlade County,WI,58,55.2,62,18240
Lincoln County,WI,59.9,56.7,62.6,26305
Manitowoc County,WI,66.9,62.3,60.4,75004
Marathon County,WI,67.3,61.9,56.8,127821
Marinette County,WI,58.8,54.3,56.1,38469
Marquette County,WI,57.8,54.9,64.5,14830
Menominee County,WI,87.4,83.1,69.3,4129
Milwaukee County,WI,75.2,67.2,55.3,881462
Monroe County,WI,62.4,56.2,57,43166
Oconto County,WI,57.7,54.5,63.1,36021
Oneida County,WI,72,67.4,61.2,33998
Outagamie County,WI,71.6,66.3,60.7,176365
Ozaukee County,WI,80.8,74.3,63.1,84585
Pepin County,WI,54.6,50.9,59.4,6887
Pierce County,WI,51.8,45.8,55.3,40661
Polk County,WI,58.2,52.9,60.9,41632
Portage County,WI,71.6,64.7,58.4,67296
Price County,WI,67.1,63.5,60.4,12768
Racine County,WI,68.5,62.7,57,184490
Richland County,WI,64.1,60,65.4,16373
Rock County,WI,78.5,71.4,57.3,153472
Rusk County,WI,45.5,42.2,59.9,13434
Sauk County,WI,70,65.3,63.4,60613
Sawyer County,WI,72.1,62.3,60.8,15779
Shawano County,WI,58.8,54.8,58.9,38697
Sheboygan County,WI,68.9,64.3,58.7,109021
St. Croix County,WI,60.3,52.9,54.4,85219
Taylor County,WI,38.2,36.2,58.2,19177
Trempealeau County,WI,73,68,58.8,27540
Unknown County,WI,,,49.7,
Vernon County,WI,59.8,56.5,66.6,28733
Vilas County,WI,75.1,68.7,58.5,21211
Walworth County,WI,61.9,56.3,56.9,98852
Washburn County,WI,70.4,65.3,65.1,15010
Washington County,WI,63.6,59.3,59.3,129024
Waukesha County,WI,78.6,72.3,60.4,383350
Waupaca County,WI,58.8,55.8,62.8,48426
Waushara County,WI,49.4,46.2,64.6,23305
Winnebago County,WI,68.5,63.4,62.5,162513
Wood County,WI,69.7,63.7,59.3,68850
Barbour County,WV,56.1,51.5,50.5,15612
Berkeley County,WV,68.9,57.5,41,111906
Boone County,WV,54.3,48.6,46.6,20383
Braxton County,WV,50.3,46,51.3,13287
Brooke County,WV,58.5,52,47.5,20921
Cabell County,WV,71.7,62.3,51.7,87001
Calhoun County,WV,41.2,35.7,46.2,6804
Clay County,WV,62.8,57.3,51.7,8054
Doddridge County,WV,67.6,61.2,52.4,8147
Fayette County,WV,64.3,57.4,46.3,40247
Gilmer County,WV,67.1,62.1,48.3,7548
Grant County,WV,50.8,46.6,48.9,10924
Greenbrier County,WV,63.5,56.4,51.1,32879
Hampshire County,WV,55.4,48.2,44.2,22140
Hancock County,WV,78.1,68.9,48.5,27529
Hardy County,WV,64.2,57.8,46.6,13039
Harrison County,WV,59,53.7,50.9,63613
Jackson County,WV,58.5,53.4,52,27088
Jefferson County,WV,79.8,66.5,46.7,54088
Kanawha County,WV,75.2,67.4,54.5,168815
Lewis County,WV,64.7,59.2,50.5,15058
Lincoln County,WV,57.6,51.7,47.6,19294
Logan County,WV,64.8,57.3,40.6,30299
Marion County,WV,64.8,58.6,53.2,52977
Marshall County,WV,50.1,46.1,50.8,29082
Mason County,WV,59.5,51.8,45.3,25115
McDowell County,WV,61.6,53.6,39.9,16711
Mercer County,WV,66.1,56,45.8,55435
Mineral County,WV,62.6,53.5,43.2,25489
Mingo County,WV,50.8,41.9,37.2,21953
Monongalia County,WV,68.4,61.1,54.4,100394
Monroe County,WV,57,50.1,46.9,12641
Morgan County,WV,46.7,41.4,42.6,17153
Nicholas County,WV,59.7,54,54,23239
Ohio County,WV,76,68.3,52.2,39318
Pendleton County,WV,66.7,60.5,53.8,6650
Pleasants County,WV,61.2,54.1,46,7088
Pocahontas County,WV,60.7,54,54.2,7850
Preston County,WV,64.8,58.6,48.8,31763
Putnam County,WV,66.5,59.9,51,53575
Raleigh County,WV,61.8,55.2,44.9,69526
Randolph County,WV,62.3,56.3,51.1,27182
Ritchie County,WV,56.4,50.8,46.4,9078
Roane County,WV,55,49,49.4,13070
Summers County,WV,70.7,64.6,53.3,12086
Taylor County,WV,52.3,48.5,51.7,15915
Tucker County,WV,68.1,62.6,52.8,6569
Tyler County,WV,47.5,43.1,49.1,8187
Unknown County,WV,,,58.6,
Upshur County,WV,56.5,51.5,50.7,22975
Wayne County,WV,64.7,56.1,42.7,37487
Webster County,WV,53.4,48.8,51.2,7751
Wetzel County,WV,63.6,58.2,51.9,14290
Wirt County,WV,55.4,49.6,42.4,5554
Wood County,WV,70.4,61.4,43.8,78912
Wyoming County,WV,59.7,53.3,43.3,19431
Albany County,WY,65.1,58.3,52,37114
Big Horn County,WY,45.3,40.9,43.9,11090
Campbell County,WY,37.2,32.1,37.8,42993
Carbon County,WY,58.6,48.1,40.9,13860
Converse County,WY,39,35.3,46.3,12952
Crook County,WY,37.8,32.2,45.1,7033
Fremont County,WY,67.5,55.3,49.9,36641
Goshen County,WY,46.7,41.5,49.5,12517
Hot Springs County,WY,54,51.2,56.7,4197
Johnson County,WY,49.2,44.4,51.3,8058
Laramie County,WY,67.2,58.9,43.8,93257
Lincoln County,WY,51.3,45.6,45.2,18539
Natrona County,WY,53.2,47.6,47,74756
Niobrara County,WY,35,32.1,44,2213
Park County,WY,53.5,47.8,52,27682
Platte County,WY,45.9,42.9,49.3,7963
Sheridan County,WY,62,54.9,50.1,28929
Sublette County,WY,44.4,38.8,48.7,9306
Sweetwater County,WY,61.5,52.4,42.8,39546
Teton County,WY,95,95,50.9,22334
Uinta County,WY,62.8,53.6,42.4,18865
Unknown County,WY,,,46.3,
Washakie County,WY,48.1,45,51.1,7406
Weston County,WY,42.2,38.9,51,6577
